id_wikidata	article	grade	subject	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	first_edit	days	all_visits	VdQ	vetrina	commonsGallerys	commonsPage	page_on_wikisource
Q1288583	Historia_de_la_ciencia_en_el_Renacimiento	scuola media italiana	Historia	87	103	19571	-	24	-	3	-	0	-	7717	39.43	-	0	-	0	0	88	-	2006-08-02	5995	711935	0	0			
Q846047	Historia_de_la_música	scuola media italiana	Educación musical	782	1013	98046	-	9	-	28	-	0	-	735	0.75	-	0	-	0	0	27765	-	2006-06-12	6046	4882292	0	0	History of music		
Q21104555	Historia_de_la_sensibilidad_en_el_Uruguay	scuola media italiana	Historia	10	9	8804	-	6	-	3	-	0	-	379	4.3	-	0	-	0	0	1717	-	2015-09-16	2663	28615	0	0			
Q465352	Historia_de_la_tecnología	scuola media italiana	Tecnologías	500	526	24277	-	1	-	5	-	0	-	1720	7.08	-	0	-	0	0	4553	-	2007-05-08	5716	2544623	0	0	History of technology		
Q201788	Historiador	scuola media italiana	Historia	158	183	20212	-	8	-	8	-	0	-	2496	12.35	-	0	-	0	0	71	-	2021-03-02	669	315049	0	0	Historians		
Q1004	Historieta	scuola media italiana	Comunicación visual	593	634	42052	-	64	-	6	-	0	-	4113	9.78	-	0	-	0	0	5660	-	2003-01-23	7282	3609938	0	0	Comics		
Q50675	Historiografía	scuola media italiana	Historia	245	284	114331	-	57	-	21	-	0	-	5472	4.79	-	0	-	0	0	28190	-	2002-01-15	7655	1580773	1	0	Historiography		
Q1622659	Hockey	scuola media italiana	Educación física y recreación	216	190	19309	-	5	-	7	-	0	-	490	2.54	-	0	-	0	0	2376	-	2005-06-22	6401	1103345	0	0	Hockey		
Q103191	Homeostasis	scuola media italiana	Ciencias del ambiente	1005	1042	57468	-	9	-	6	-	0	-	4203	7.31	-	0	-	0	0	3188	-	2003-10-17	7015	6188718	0	0	Homeostasis		
Q171283	Homo	scuola media italiana	Biología	416	442	17567	-	25	-	1	-	0	-	1876	10.68	-	0	-	0	0	4118	-	2002-10-24	7373	1327338	0	0	Homo		
Q15978631	Homo_sapiens	scuola media italiana	Biología	2043	2515	56169	-	42	-	16	-	0	-	4391	7.82	-	0	-	0	0	88698	-	2002-02-07	7632	10518755	0	0	Homo sapiens	Homo sapiens	
Q207349	Homofonía_(música)	scuola media italiana	Educación musical	53	60	12978	-	18	-	2	-	0	-	778	5.99	-	0	-	0	0	2133	-	2007-02-02	5811	312685	0	0	Homophony		
Q583960	Homotecia	scuola media italiana	Matemática	86	95	5908	-	0	-	3	-	0	-	186	3.15	-	0	-	0	0	1091	-	2003-10-30	7002	1027026	0	0	Homothety		
Q16864	Horacio_Quiroga	scuola media italiana	Literatura	1267	1288	43619	-	34	-	6	-	0	-	843	1.93	-	0	-	0	0	18479	-	2004-10-23	6643	5393468	0	0	Horacio Quiroga	Horacio Quiroga	
Q11364	Hormona	scuola media italiana	Biología	479	490	30929	-	15	-	1	-	0	-	686	2.22	-	0	-	0	0	4111	-	2003-07-20	7104	3876309	0	0	Hormones		
Q3745713	Huella_digital	scuola media italiana	Ciencias de la computación	37	44	14882	-	4	-	0	-	0	-	462	3.1	-	0	-	0	0	1341	-	2005-09-21	6310	440274	0	0			
Q846933	Humanismo_renacentista	scuola media italiana	Historia	316	403	22715	-	1	-	2	-	0	-	5666	24.94	-	0	-	0	0	9608	-	2003-10-20	7012	2711931	0	0	Humanism		
Q170321	Humedal	scuola media italiana	Ciencias del ambiente	264	324	38225	-	43	-	12	-	0	-	1845	4.83	-	0	-	0	0	6612	-	2005-03-02	6513	1626128	0	0	Wetlands		
Q35874	Humor	scuola media italiana	Comunicación y sociedad	221	225	68068	-	48	-	7	-	0	-	511	0.75	-	0	-	0	0	3802	-	2004-09-06	6690	1049748	0	0	Humor		
Q9368	Hígado	scuola media italiana	Biología	948	885	30759	-	33	-	14	-	0	-	1434	4.66	-	0	-	0	0	2790	-	2003-12-05	6966	4591993	0	0	Livers	Liver	
Q1483324	Iconicidad	scuola media italiana	Comunicación visual	15	18	3603	-	0	-	0	-	0	-	279	7.74	-	0	-	0	0	0	-	2006-10-10	5926	114952	0	0			
Q3076374	Ida_Vitale	scuola media italiana	Literatura	103	57	16760	-	19	-	2	-	0	-	920	5.49	-	0	-	0	0	562	-	2007-01-26	5818	236935	0	0	Ida Vitale		
Q129533	Idea_Vilariño	scuola media italiana	Literatura	113	89	14589	-	14	-	2	-	0	-	347	2.38	-	0	-	0	0	3154	-	2007-12-31	5479	285112	0	0	Idea Vilariño		
Q3006401	Identidad_2.0	scuola media italiana	Ciencias de la computación	5	15	9487	-	2	-	0	-	0	-	2208	23.27	-	0	-	0	0	3287	-	2007-10-18	5553	231995	0	0			
Q2254571	Identidad_personal	scuola media italiana	Salud y sexualidad	210	278	37400	-	43	-	2	-	0	-	1806	4.83	-	0	-	0	0	0	-	2018-07-09	1636	294111	0	0			
Q48264	Identidad_de_género	scuola media italiana	Salud y sexualidad	418	578	70881	-	115	-	5	-	0	-	2230	3.15	-	0	-	0	0	66214	-	2007-08-24	5608	2204560	0	0	Gender identity		
Q1321	Idioma_español	scuola media italiana	Comunicación y sociedad	4672	5047	273174	-	438	-	76	-	0	-	16246	5.95	-	0	-	0	0	207777	-	2002-01-15	7655	12817959	0	0	Spanish language		
Q9592	Iglesia_católica	scuola media italiana	Historia	2174	2288	127988	-	147	-	39	-	0	-	4941	3.86	-	0	-	0	0	38042	-	2002-04-26	7554	8329533	0	0	Catholic Church		Autore:Chiesa cattolica
Q842346	Igualdad_matemática	scuola media italiana	Comunicación visual	95	96	8249	-	4	-	1	-	0	-	586	7.1	-	0	-	0	0	1517	-	2004-03-31	6849	793439	0	0			
Q4820033	Imagen_acústica	scuola media italiana	Educación musical	20	25	3249	-	1	-	0	-	0	-	2225	68.48	-	0	-	0	0	908	-	2005-10-28	6273	82527	0	0			
Q478798	Imagen	scuola media italiana	Comunicación visual	713	753	10657	-	1	-	5	-	0	-	2268	21.28	-	0	-	0	0	1018	-	2010-11-21	4423	2829688	0	0	Images		
Q907574	Imagen_corporal	scuola media italiana	Educación física y recreación	25	48	7836	-	8	-	1	-	0	-	2619	33.42	-	0	-	0	0	421	-	2008-06-04	5323	431417	0	0			
Q2022868	Impacto_ambiental	scuola media italiana	Ciencias del ambiente	721	883	44670	-	25	-	5	-	0	-	821	1.84	-	0	-	0	0	18676	-	2005-04-24	6460	5019139	0	0	Environmental impact		
Q4115079	Impacto_tecnológico	scuola media italiana	Ciencias de la computación	107	128	21585	-	11	-	7	-	0	-	2099	9.72	-	0	-	0	0	0	-	2015-11-04	2614	786255	0	0	Technology in society		
Q48349	Imperio	scuola media italiana	Historia	363	326	19674	-	16	-	1	-	0	-	2455	12.48	-	0	-	0	0	18763	-	2004-01-01	6939	1542872	0	0	Empires		
Q177819	Imperio_Antiguo_de_Egipto	scuola media italiana	Historia	348	332	20399	-	4	-	8	-	0	-	1660	8.14	-	0	-	0	0	1250	-	2005-06-10	6413	1371181	0	0	Egyptian Old Kingdom		
Q2608489	Imperio_azteca	scuola media italiana	Historia	1544	1653	107466	-	33	-	27	-	0	-	2441	2.27	-	0	-	0	0	59521	-	2005-11-08	6262	8853794	0	0			
Q80702	Imperio_español	scuola media italiana	Historia	1650	1571	295765	-	129	-	99	-	0	-	10524	3.56	-	0	-	0	0	80439	-	2004-11-10	6625	5734065	0	0	Spanish Empire		
Q28573	Imperio_incaico	scuola media italiana	Historia	1735	2096	195621	-	52	-	74	-	0	-	4493	2.3	-	0	-	0	0	48080	-	2003-10-16	7016	7889684	0	0	Inca Empire		
Q266500	Implantación_del_embrión_humano	scuola media italiana	Biología	75	129	29306	-	7	-	2	-	0	-	1543	5.27	-	0	-	0	0	2535	-	2005-09-30	6301	1325922	0	0	Nidation		
Q2277	Imperio_romano	scuola media italiana	Historia	2943	2850	223305	-	23	-	47	-	0	-	8098	3.63	-	0	-	0	0	51304	-	2002-03-15	7596	10115549	0	0	Roman Empire	Atlas of ancient Rome	
Q144334	Imprenta	scuola media italiana	Historia	595	661	41616	-	42	-	8	-	0	-	847	2.04	-	0	-	0	0	2612	-	2002-01-19	7651	3936261	0	0	Printing presses	Printing press	
Q3834994	Impresora_3D	scuola media italiana	Tecnologías	130	184	21910	-	20	-	3	-	0	-	1735	7.92	-	0	-	0	0	8635	-	2008-02-01	5447	1206812	0	0	3D printers		
Q229367	Impresión_3D	scuola media italiana	Diseño	153	168	62089	-	48	-	4	-	0	-	1531	2.47	-	0	-	0	0	6912	-	2011-11-25	4054	652957	0	0	3D printing		
Q13649246	Incertidumbre	scuola media italiana	física	239	189	27112	-	16	-	1	-	0	-	845	3.12	-	0	-	0	0	65	-	2010-01-22	4726	727843	0	0	Uncertainty		
Q1403517	Incertidumbre_(metrología)	scuola media italiana	Química	32	29	5769	-	4	-	0	-	0	-	2217	38.43	-	0	-	0	0	0	-	2010-01-22	4726	308311	0	0	Measurement uncertainty		
Q1055771	Inclusión_(pedagogía)	scuola media italiana	Educación física y recreación	166	194	24118	-	9	-	1	-	0	-	2031	8.42	-	0	-	0	0	2869	-	2005-12-04	6236	1312666	0	0			
Q17021791	Indicador_de_salud	scuola media italiana	Biología	37	65	8974	-	8	-	0	-	0	-	662	7.38	-	0	-	0	0	0	-	2019-06-22	1288	84481	0	0			
Q1464352	Indicador_social	scuola media italiana	Geografía	39	52	6312	-	4	-	0	-	0	-	346	5.48	-	0	-	0	0	1675	-	2004-09-01	6695	353469	0	0			
Q5325	Inductor	scuola media italiana	Tecnologías	348	370	45965	-	14	-	24	-	0	-	2535	5.52	-	0	-	0	0	208	-	2004-04-13	6836	1679497	0	0	Inductors	Inductor	
Q8148	Industria	scuola media italiana	Ciencias del ambiente	534	568	35213	-	9	-	3	-	0	-	2249	6.39	-	0	-	0	0	4376	-	2003-08-30	7063	4427289	0	0	Industry (manufacturing)		
Q202398	Industrialización	scuola media italiana	Historia	328	473	9437	-	3	-	2	-	0	-	8371	88.7	-	0	-	0	0	1594	-	2005-07-11	6382	2384592	0	0	Industries		
Q1660379	Industrialización_por_sustitución_de_importaciones	scuola media italiana	Historia	427	500	24148	-	14	-	0	-	0	-	738	3.06	-	0	-	0	0	9525	-	2006-08-06	5991	2526654	0	0	Import substitution industrialization		
Q36747	Indígenas_de_América	scuola media italiana	Historia	1297	1129	53402	-	48	-	16	-	0	-	2325	4.35	-	0	-	0	0	97434	-	2002-11-27	7339	4358512	0	0	Indigenous peoples of the Americas	Indigenous peoples of the Americas	
Q179230	Infinitivo	scuola media italiana	Lengua española	191	305	8622	-	4	-	0	-	0	-	1011	11.73	-	0	-	0	0	5389	-	2005-11-26	6244	1042508	0	0	Infinitive		
Q12198	Infecciones_de_transmisión_sexual	scuola media italiana	Salud y sexualidad	361	390	33127	-	10	-	6	-	0	-	1557	4.7	-	0	-	0	0	11469	-	2003-10-20	7012	5486410	0	0	Sexually transmitted diseases and disorders		
Q3702971	Información_personal	scuola media italiana	Ciencias de la computación	58	61	9705	-	9	-	0	-	0	-	527	5.43	-	0	-	0	0	3611	-	2010-05-02	4626	403464	0	0			
Q6631525	Ingeniería_en_alimentos	scuola media italiana	Ciencias físico-químicas	60	87	21226	-	15	-	2	-	0	-	1970	9.28	-	0	-	0	0	3300	-	2004-08-07	6720	231194	0	0			
Q180165	Ingeniería_mecatrónica	scuola media italiana	Tecnologías	612	863	30299	-	65	-	1	-	0	-	1014	3.35	-	0	-	0	0	11334	-	2011-04-09	4284	3179878	0	0	Mechatronics		
Q182581	Inmunidad_(medicina)	scuola media italiana	Biología	120	168	21866	-	11	-	4	-	0	-	1123	5.14	-	0	-	0	0	379	-	2007-11-25	5515	1354620	0	0	Immunology		
Q1663054	Ingestión	scuola media italiana	Biología	147	158	53008	-	45	-	18	-	0	-	4044	7.63	-	0	-	0	0	10275	-	2007-07-31	5632	1113384	0	0			
Q382646	Inmunidad_pasiva	scuola media italiana	Biología	25	32	21367	-	23	-	2	-	0	-	1253	5.86	-	0	-	0	0	206	-	2020-05-17	958	65252	0	0			
Q3625206	Inquisición_en_América	scuola media italiana	Historia	57	63	36857	-	20	-	11	-	0	-	1498	4.06	-	0	-	0	0	2664	-	2006-02-20	6158	310946	0	0			
Q207122	Inseminación_artificial	scuola media italiana	Biología	89	142	26553	-	7	-	2	-	0	-	430	1.62	-	0	-	0	0	11275	-	2006-02-17	6161	989706	0	0	Artificial insemination		
Q5918448	Instrucciones_del_año_XIII	scuola media italiana	Historia	53	61	22254	-	2	-	3	-	0	-	1220	5.48	-	0	-	0	0	1404	-	2005-08-20	6342	265070	0	0	Instrucciones del Año XIII		
Q5917515	Instituto_Nacional_de_Donación_y_Trasplante_de_Células,_Tejidos_y_Órganos_(Uruguay)	scuola media italiana	Biología	1	1	14119	-	12	-	5	-	0	-	809	5.73	-	0	-	0	0	590	-	2012-08-09	3796	12173	0	0			
Q2041172	Instrumento_de_medición	scuola media italiana	Tecnologías	771	1034	18862	-	4	-	10	-	0	-	942	4.99	-	0	-	0	0	390	-	2004-02-13	6896	5267895	0	0	Measuring instruments	Measuring instrument	
Q52954	Instrumento_de_teclado	scuola media italiana	Educación musical	104	122	6541	-	1	-	1	-	0	-	663	10.14	-	0	-	0	0	153	-	2006-05-09	6080	549760	0	0	Keyboard instruments		
Q50265665	Insulina	scuola media italiana	Biología	561	557	56395	-	57	-	25	-	0	-	1166	2.07	-	0	-	0	0	10484	-	2003-07-05	7119	3775861	0	0	Insulin	Insulin	
Q706622	Intención	scuola media italiana	Comunicación y sociedad	98	68	73755	-	77	-	0	-	0	-	5577	7.56	-	0	-	0	0	0	-	2009-07-18	4914	73091	0	0	Intention		
Q11660	Inteligencia_artificial	scuola media italiana	Ciencias de la computación	4531	1327	113890	-	95	-	8	-	0	-	4586	4.03	-	0	-	0	0	18608	-	2002-02-09	7630	6140316	0	0	Artificial intelligence		
Q1823478	Interacción_biológica	scuola media italiana	Ciencias del ambiente	209	236	23514	-	27	-	4	-	0	-	1210	5.15	-	0	-	0	0	208	-	2003-11-14	6987	1388594	0	0	Ecological interactions		
Q609298	Interacción_social	scuola media italiana	Formación para la ciudadanía	59	95	5382	-	0	-	0	-	0	-	144	2.68	-	0	-	0	0	0	-	2008-08-30	5236	818315	0	0	Social interaction		
Q56324223	Interpretación_de_mapas	scuola media italiana	Geografía	4	20	2916	-	1	-	2	-	0	-	831	28.5	-	0	-	0	0	0	-	2018-07-15	1630	151449	0	0			
Q75	Internet	scuola media italiana	Ciencias de la computación	1817	2298	78354	-	77	-	9	-	0	-	5007	6.39	-	0	-	0	0	31969	-	2002-03-10	7601	14272424	0	0	Internet		
Q251212	Internet_de_las_cosas	scuola media italiana	Tecnologías	327	506	74686	-	67	-	5	-	0	-	2900	3.88	-	0	-	0	0	13836	-	2009-10-19	4821	2525740	0	0	Internet of things		
Q6942562	Interpretación_musical	scuola media italiana	Educación musical	35	35	6926	-	0	-	1	-	0	-	1936	27.95	-	0	-	0	0	231	-	2020-10-16	806	39626	0	0			
Q5320	Interruptor	scuola media italiana	Tecnologías	314	281	21149	-	6	-	24	-	0	-	737	3.48	-	0	-	0	0	1276	-	2007-09-09	5592	1731929	0	0	Electric switches	Electrical switch	
Q959606	Interés_compuesto	scuola media italiana	Matemática	371	442	11259	-	7	-	0	-	0	-	915	8.13	-	0	-	0	0	2591	-	2009-02-25	5057	2278364	0	0	Compound interest		
Q9009033	Interés_simple	scuola media italiana	Matemática	127	209	2201	-	1	-	0	-	0	-	1684	76.51	-	0	-	0	0	454	-	2005-08-30	6332	1247839	0	0			
Q1097630	Intersexualidad	scuola media italiana	Biología	279	189	116012	-	179	-	11	-	0	-	5819	5.02	-	0	-	0	0	35510	-	2006-05-13	6076	2977330	0	0	Intersex		
Q11090	Intestino_delgado	scuola media italiana	Biología	349	375	36684	-	39	-	7	-	0	-	716	1.95	-	0	-	0	0	5209	-	2003-12-05	6966	3290602	0	0	Small intestines	Small intestine	
Q11083	Intestino_grueso	scuola media italiana	Biología	287	342	45703	-	49	-	8	-	0	-	2472	5.41	-	0	-	0	0	1606	-	2003-10-16	7016	2773403	0	0	Large intestines		
Q1054330	Invectiva	scuola media italiana	Comunicación y sociedad	4	ERROR	3569	-	6	-	0	-	0	-	1050	29.42	-	0	-	0	0	0	-	2023-05-17	-137	1511	0	0			
Q219223	Intolerancia_a_la_lactosa	scuola media italiana	Biología	53	60	46182	-	41	-	1	-	0	-	4586	9.93	-	0	-	0	0	9241	-	2004-10-30	6636	688895	0	0	Lactose intolerance		
Q14208553	Invento	scuola media italiana	Tecnologías	159	177	4352	-	0	-	1	-	0	-	906	20.82	-	0	-	0	0	304	-	2003-02-06	7268	922647	0	0	Inventions		
Q651022	Iteración	scuola media italiana	Tecnologías	79	82	6301	-	3	-	2	-	0	-	293	4.65	-	0	-	0	0	0	-	2007-03-31	5754	392398	0	0			
Q432	Islam	scuola media italiana	Historia	2324	2124	188741	-	221	-	36	-	0	-	9019	4.78	-	0	-	0	0	41205	-	2002-11-02	7364	10508631	0	1	Islam		
Q4891107	Jacobo_Langsner	scuola media italiana	Literatura	23	28	10754	-	13	-	0	-	0	-	727	6.76	-	0	-	0	0	1212	-	2006-06-22	6036	78669	0	0	Jacobo Langsner		
Q3286899	Javier_de_Viana	scuola media italiana	Literatura	11	10	5380	-	2	-	0	-	0	-	193	3.59	-	0	-	0	0	0	-	2008-02-27	5421	38639	0	0	Javier de Viana		
Q382570	Jaime_Roos	scuola media italiana	Educación musical	60	55	23234	-	3	-	3	-	0	-	1518	6.53	-	0	-	0	0	185	-	2005-04-22	6462	200013	0	0	Jaime Roos		
Q520713	Joaquín_Torres_García	scuola media italiana	Comunicación visual	123	108	37885	-	34	-	7	-	0	-	336	0.89	-	0	-	0	0	9086	-	2011-06-30	4202	579629	0	0	Joaquín Torres García	Joaquín Torres García	
Q1339	Johann_Sebastian_Bach	scuola media italiana	Educación musical	1065	1072	121291	-	119	-	19	-	0	-	1997	1.65	-	0	-	0	0	44726	-	2002-10-02	7395	4707157	1	0	Johann Sebastian Bach	Johann Sebastian Bach	Autore:Johann Sebastian Bach
Q8958	Johannes_Gutenberg	scuola media italiana	Historia	415	448	36969	-	31	-	10	-	0	-	1352	3.66	-	0	-	0	0	3856	-	2004-02-28	6881	2561194	0	0	Johannes Gutenberg	Johannes Gensfleisch zur Laden zum Gutenberg	
Q1703762	Jorge_Arbeleche	scuola media italiana	Literatura	1	1	3413	-	2	-	0	-	0	-	237	6.94	-	0	-	0	0	0	-	2008-04-01	5387	6516	0	0			
Q42387144	Jorge_Curi	scuola media italiana	Literatura	1	1	3467	-	3	-	0	-	0	-	311	8.97	-	0	-	0	0	0	-	2019-08-09	1240	3387	0	0			
Q1709075	José_Carbajal	scuola media italiana	Educación musical	26	23	6830	-	4	-	2	-	0	-	374	5.48	-	0	-	0	0	1561	-	2006-12-20	5855	90913	0	0	José Carbajal		
Q909	Jorge_Luis_Borges	scuola media italiana	Literatura	1828	1740	176783	-	156	-	24	-	0	-	4954	2.8	-	0	-	0	0	79467	-	2003-03-26	7220	7634289	0	1	Jorge Luis Borges	Jorge Luis Borges	
Q6291984	José_Cuneo_Perinetti	scuola media italiana	Comunicación visual	11	15	3264	-	1	-	0	-	0	-	430	13.17	-	0	-	0	0	135	-	2006-02-14	6164	80757	0	0	José Cuneo Perinetti		
Q3816988	José_Gurvich	scuola media italiana	Comunicación visual	14	15	11217	-	7	-	0	-	0	-	335	2.99	-	0	-	0	0	4888	-	2006-10-07	5929	77105	0	0	José Gurvich		
Q377623	José_Hernández	scuola media italiana	Literatura	439	474	64062	-	79	-	4	-	0	-	2276	3.55	-	0	-	0	0	5467	-	2004-09-16	6680	2083005	0	0	José Hernández	José Hernández	
Q103285	José_Martí	scuola media italiana	Literatura	1293	1290	81162	-	50	-	40	-	0	-	1613	1.99	-	0	-	0	0	15835	-	2003-08-16	7077	4804694	0	0	José Martí		
Q16493575	Juan_Cunha	scuola media italiana	Literatura	2	2	9478	-	6	-	0	-	0	-	198	2.09	-	0	-	0	0	14	-	2014-01-04	3283	9075	0	0			
Q3187690	Juan_José_Morosoli	scuola media italiana	Literatura	35	37	10869	-	10	-	0	-	0	-	620	5.7	-	0	-	0	0	682	-	2006-06-29	6029	154879	0	0	Juan José Morosoli		
Q722644	Juan_Manuel_Blanes	scuola media italiana	Comunicación visual	74	69	18353	-	5	-	32	-	0	-	290	1.58	-	0	-	0	0	14	-	2004-11-12	6623	350745	0	0	Juan Manuel Blanes	Juan Manuel Blanes	
Q200661	Juan_Rulfo	scuola media italiana	Literatura	795	828	35049	-	40	-	7	-	0	-	1858	5.3	-	0	-	0	0	6587	-	2003-06-05	7149	4302804	0	0	Juan Rulfo		
Q656619	Juego_de_persecución	scuola media italiana	Educación física y recreación	110	128	10009	-	6	-	1	-	0	-	354	3.54	-	0	-	0	0	622	-	2006-07-05	6023	455321	0	0	Tag (game)		
Q11410	Juego	scuola media italiana	Educación física y recreación	693	657	38403	-	7	-	11	-	0	-	1629	4.24	-	0	-	0	0	15357	-	2002-04-04	7576	3696553	0	0	Games	Game	
Q237914	Juana_de_Ibarbourou	scuola media italiana	Literatura	255	260	20609	-	22	-	1	-	0	-	915	4.44	-	0	-	0	0	1887	-	2004-10-01	6665	1019418	0	0	Juana de Ibarbourou		
Q160738	Juego_de_rol	scuola media italiana	Educación física y recreación	193	219	40410	-	9	-	5	-	0	-	1080	2.67	-	0	-	0	0	37719	-	2004-03-10	6870	1187292	0	0	Role-playing games		
Q1509934	Juegos_tradicionales	scuola media italiana	Educación física y recreación	404	375	23093	-	17	-	7	-	0	-	13125	56.84	-	0	-	0	0	3745	-	2009-12-19	4760	3193863	0	0	Children's games		
Q3058092	Julio_Herrera_y_Reissig	scuola media italiana	Literatura	27	31	7890	-	3	-	1	-	0	-	379	4.8	-	0	-	0	0	3134	-	2005-01-20	6554	128712	0	0	Julio Herrera y Reissig	Julio Herrera y Reissig	
Q174210	Julio_Cortázar	scuola media italiana	Literatura	1689	1640	68791	-	74	-	12	-	0	-	3008	4.37	-	0	-	0	0	35557	-	2003-07-29	7095	6683657	0	0	Julio Cortázar		
Q190007	Juventud	scuola media italiana	Formación para la ciudadanía	276	317	38643	-	41	-	7	-	0	-	2328	6.02	-	0	-	0	0	10610	-	2006-04-22	6097	1698204	0	0	Youth		
Q1154146	Kickball	scuola media italiana	Educación física y recreación	642	448	6099	-	1	-	1	-	0	-	2146	35.19	-	0	-	0	0	2404	-	2008-04-09	5379	1858070	0	0	Kickball		
Q640757	Kinésica	scuola media italiana	Educación física y recreación	174	231	17208	-	3	-	1	-	0	-	3501	20.35	-	0	-	0	0	1307	-	2006-11-01	5904	1581063	0	0	Body language		
Q1501017	La_Vela_Puerca	scuola media italiana	Educación musical	134	139	20212	-	18	-	5	-	0	-	1010	5.0	-	0	-	0	0	5055	-	2006-01-19	6190	505766	0	0	La Vela Puerca		
Q5966801	La_gallina_degollada	scuola media italiana	Literatura	142	165	3225	-	4	-	0	-	0	-	382	11.84	-	0	-	0	0	161	-	2009-10-08	4832	587315	0	0			
Q83474	La_forma_sigue_a_la_función	scuola media italiana	Diseño	29	32	14169	-	7	-	3	-	0	-	1608	11.35	-	0	-	0	0	417	-	2009-05-31	4962	134420	0	0			
Q5967087	La_isla_desierta	scuola media italiana	Literatura	18	20	2724	-	3	-	0	-	0	-	447	16.41	-	0	-	0	0	0	-	2008-10-01	5204	138911	0	0			
Q483242	Laboratorio	scuola media italiana	Química	357	360	22258	-	3	-	6	-	0	-	2039	9.16	-	0	-	0	0	2411	-	2003-10-17	7015	1747376	0	0	Laboratories	Laboratory	
Q18419511	Laguna_del_Cisne	scuola media italiana	Ciencias del ambiente	9	3	21027	-	20	-	5	-	0	-	2275	10.82	-	0	-	0	0	205	-	2014-09-16	3028	11688	0	0	Laguna del Cisne, Canelones		
Q174876	Lactancia_materna	scuola media italiana	Biología	151	197	62388	-	73	-	11	-	0	-	3884	6.23	-	0	-	0	0	13107	-	2005-10-28	6273	1530148	0	0	Breastfeeding		
Q719426	Lactancia	scuola media italiana	Biología	17	19	33345	-	34	-	6	-	0	-	1572	4.71	-	0	-	0	0	199	-	2005-07-21	6372	73281	0	0	Lactation		
Q17995429	Las_lenguas_de_diamante	scuola media italiana	Literatura	8	8	7080	-	3	-	0	-	0	-	588	8.31	-	0	-	0	0	3372	-	2014-08-29	3046	32181	0	0			
Q397	Latín	scuola media italiana	Historia	1085	1177	71593	-	17	-	4	-	0	-	4551	6.36	-	0	-	0	0	23502	-	2002-01-14	7656	4972436	0	1	Latin language	Latin language	
Q221117	Leitmotiv	scuola media italiana	Educación musical	136	140	6052	-	2	-	1	-	0	-	1127	18.62	-	0	-	0	0	350	-	2005-08-12	6350	769586	0	0			
Q25504	Led	scuola media italiana	Tecnologías	438	475	183083	-	182	-	21	-	0	-	4672	2.55	-	0	-	0	0	16125	-	2003-11-23	6978	2408692	0	0	Light-emitting diodes	LED	
Q30904029	Lengua_escrita	scuola media italiana	Comunicación y sociedad	37	24	14029	-	7	-	0	-	0	-	2318	16.52	-	0	-	0	0	0	-	2017-04-16	2085	104052	0	0			
Q34770	Lengua_(lingüística)	scuola media italiana	Comunicación y sociedad	372	428	27624	-	19	-	1	-	0	-	447	1.62	-	0	-	0	0	2194	-	2011-11-29	4050	2685152	0	0	Languages		
Q45762	Lengua_muerta	scuola media italiana	Comunicación y sociedad	201	250	28679	-	6	-	2	-	0	-	932	3.25	-	0	-	0	0	8706	-	2004-04-28	6821	974838	0	0	Extinct languages		
Q315	Lenguaje	scuola media italiana	Comunicación visual	734	922	51352	-	28	-	8	-	0	-	5851	11.39	-	0	-	0	0	8815	-	2002-02-06	7633	5897703	0	0	Language	Language	
Q184439	Lenguaje_soez	scuola media italiana	Comunicación y sociedad	281	222	89618	-	160	-	7	-	0	-	6278	7.01	-	0	-	0	0	21844	-	2005-10-18	6283	793595	0	0	Profanity		
Q1659648	Lenguaje_visual	scuola media italiana	Comunicación visual	84	123	9685	-	0	-	3	-	0	-	393	4.06	-	0	-	0	0	2044	-	2007-11-26	5514	844478	0	0			
Q9143	Lenguaje_de_programación	scuola media italiana	Ciencias del ambiente	826	1106	54191	-	13	-	7	-	0	-	1122	2.07	-	0	-	0	0	35636	-	2002-02-06	7633	5112036	0	0	Programming languages		
Q51739	Lenguas_indígenas_de_América	scuola media italiana	Comunicación y sociedad	410	357	83263	-	51	-	16	-	0	-	1779	2.14	-	0	-	0	0	16373	-	2004-06-23	6765	1586686	0	0	Indigenous languages of the Americas		
Q19721982	Leonilda_González	scuola media italiana	Comunicación visual	4	3	5846	-	9	-	0	-	0	-	565	9.66	-	0	-	0	0	0	-	2015-03-21	2842	10609	0	0			
Q408891	Ley_científica	scuola media italiana	física	118	155	10261	-	7	-	1	-	0	-	4191	40.84	-	0	-	0	0	491	-	2004-02-15	6894	870534	0	0	Scientific laws		
Q762	Leonardo_da_Vinci	scuola media italiana	Historia	3192	3570	102162	-	99	-	27	-	0	-	3390	3.32	-	0	-	0	0	39544	-	2003-06-05	7149	17347228	0	1	Leonardo da Vinci	Leonardo da Vinci	Autore:Leonardo da Vinci
Q41591	Ley_de_Ohm	scuola media italiana	Tecnologías	1250	1194	53182	-	8	-	18	-	0	-	1945	3.66	-	0	-	0	0	11463	-	2003-04-23	7192	7217376	0	0	Ohm's law		
Q483948	Ley_de_conservación_de_la_materia	scuola media italiana	Química	936	1105	21100	-	28	-	3	-	0	-	1944	9.21	-	0	-	0	0	31	-	2005-11-19	6251	5119882	0	0			
